,dt,kalman_vx,kalman_vy,kalman_vz,imu_vx,imu_vy,imu_vz,foot_vx,foot_vy,foot_vz,openvr_vx,openvr_vy,openvr_vz
0,2.6686487197875977,-0.01764299725691852,0.029153956800198437,0.13361803657067928,-0.004354720636157552,0.015209466498697444,0.0733929243759833,-0.0,-0.0,-0.0,0.04567209245027404,-0.27123487056187556,-0.0067840242049497235
1,3.1687376499176025,0.0010941524488796016,-0.00442181219958093,0.01963929000860784,-0.003221159937677342,-0.004103609155746684,-0.053255257965217295,0.001620826805262471,-0.003089057107411779,-0.00012095151550054286,0.005899297383587621,0.003275149538448765,0.005493289614753275
2,3.6696043014526367,-0.009146219963054321,-0.007156890495811931,-0.013233435765593368,-0.003916294365630811,-0.010807304811100316,-0.038246189623651373,-0.013563498079866345,-0.010526874960060053,0.0007363756601601321,-0.002242403855402104,-0.001394253445010078,0.0020942443433728695
3,4.170549154281616,0.006026025377750006,-0.0056762115420259706,0.009736108352049778,-0.0019198150740488368,-0.01664107704210348,-0.021982259527888105,0.007257021161971367,-0.006357149939696893,-0.00022499337432018763,0.00435764901172897,0.0067203030495053065,0.0005390501402390401
4,4.671275615692139,0.0014131816797421735,0.00568603234712424,0.010741500411011323,0.003725579639722786,-0.02258413733144944,-0.003125569795871766,0.0015879810377777397,0.008556761493816074,0.002648762993286437,0.005890622747903085,0.0030733038959609715,-5.8430602814407706e-05
5,5.172121524810791,0.009078960447907725,-0.003923780800083292,0.018673004089302857,0.010549009963655943,-0.029041267099233093,0.011025220401754262,0.01075100440464905,-0.002872203173161811,0.0009160627092240328,-0.004584734860221942,-0.004555571046718103,-0.0029218976671479824
6,5.672867059707642,-0.007140885713660304,0.0007655620801381687,0.0165289854459544,0.021157568148546274,-0.03404782262087861,0.024722242255610562,-0.008901560380359452,0.005088715901630468,0.00243712144272597,0.0011050875140462373,0.0009706252767015958,0.001754256605371745
7,6.172983169555664,-0.012816076845100147,-0.008150265968418035,-0.021839406611732802,0.026436049198957406,-0.037939717433090325,0.0424065556588732,-0.014386822971555385,-0.012621361611965864,0.0010596540537581912,-0.005143186076976378,-0.004936419004685066,0.0014954731669715553
8,6.673987150192261,-0.015563645673663676,0.010059776419867368,0.03409375753123241,0.026143235378524265,-0.03517733574687047,0.15854742156293436,-0.0,-0.0,-0.0,0.009920690876878302,-0.17748691440206726,-0.017621583381902894
9,7.174935579299927,0.003299815726001306,-0.00452451329726165,0.013478777598406794,0.027779545509446116,-0.04095833797790959,0.11921506267455219,0.006188675681121786,-0.003855180224322863,-3.424690573340769e-05,-0.003626737058007312,-0.00578372361991536,0.003548346460771609
10,7.676045656204224,-0.00192876887613005,0.0008596067897747271,0.018142730823489696,0.030531303093618074,-0.0429362110754004,0.13324308683474992,-0.002437408346586299,0.005314664418153042,0.0017347762883181922,0.00454138710319614,0.006461582564489893,-0.0007318842973631778
11,8.17647910118103,0.00818727054135663,-0.0035286889632773068,0.016366740269599195,0.027724846803876865,-0.04617074816476615,0.15129752571591012,0.01281476159770933,-0.003191246039403803,0.0012904591189508547,0.0003866450200207122,-0.0019095315757764793,0.0005523861253176297
12,8.677219152450562,-0.0015592201710497083,0.0020835001789394365,0.010355498990513337,0.027535552888056095,-0.04947084104757658,0.16545437798534765,-0.002917080363220548,0.0059130502212911855,0.0017356899519111234,0.0026078868975687067,0.0015082147229666509,0.002403062406938241
13,9.177954196929932,-0.006283343727925264,-0.005679601720688429,-0.020657530767677283,0.02347941892618108,-0.049481533869859914,0.18099879779082464,-0.009719363433866354,-0.00995638632639514,-3.010281946161451e-05,0.0016522558236693836,0.002337205126811905,0.00014636523182647325
14,9.678807497024536,0.004987825124742621,-0.010423158956710317,-0.004441329160674687,0.022053617445595176,-0.0547967305210455,0.19644015460984984,0.005055790598900491,-0.015354804003944993,-0.0006131050610176071,0.00034277161562281354,0.000340416058539475,-0.0018790080343300429
15,10.179481267929077,0.00882971915266791,0.0022661642655111484,0.01163514038476876,0.019225522924131957,-0.0616064445513426,0.21492591355757704,0.013961311001433156,0.004602709140508082,0.003331361821552611,0.003113981360991107,0.004681832207705152,0.0003497979042411921
16,12.708454132080078,-0.030964471749625837,-0.019997075496042856,-0.06544956981452277,-0.25002311972630303,-0.2364421875800025,1.3601048133480877,-0.0,-0.0,-0.0,0.0015603843654888247,0.0006700400184458961,0.0010015790873163788
17,18.011969327926636,-0.15077128866791004,-0.11006853405824948,-0.15820245430719077,-1.2331390559368536,-0.886185166773093,-0.5732492712680849,-0.0,-0.0,-0.0,0.0009946807826903027,0.0008982720713353008,-0.00040179161684990305
18,18.512046098709106,0.004065376422872347,-0.001167143297455089,0.02233426336463879,-1.244941079314292,-0.8853830782718861,-0.5454908744614734,0.006176079743668313,0.0012692077623129329,0.001063070071289655,-0.007208993811762106,-0.005868980826527544,0.0005244333953554753
19,19.013261318206787,-0.0005453854616284783,0.0031809936745120365,0.019088754836328343,-1.2444479060334466,-0.8898184405044203,-0.5281264973550482,0.001455127262812092,0.006894655842022661,0.002200170873567046,-0.00585410937199949,-0.007479838196725097,0.0030887173289679583
20,19.51421809196472,-0.009858105870540139,-0.0013257472360236116,-0.01456313163989177,-1.245344089947124,-0.892708300632609,-0.5109374700338133,-0.01495578313806796,-0.0031663107953567313,0.0017991345215570358,-0.006659962371629968,-0.006252429362931647,0.0015029026706977894
21,20.015048503875732,-0.002690349781905678,0.0017008966606054782,0.00022974913348324964,-1.2458829023436249,-0.8984056456919974,-0.4941392329561971,-0.00445979346717162,0.0019599929250195924,0.0006585687038146224,-0.0045709262466298375,-0.006902168320356936,0.002410542700386889
22,20.51650857925415,-0.011641620924247496,0.0004754661158238104,-0.007985617128502724,-1.244542029991419,-0.9048357895224763,-0.47825114898620114,-0.014347298279353786,-0.0004158627443690212,0.0020498049577214765,0.003796196940182593,0.004434136194492856,-0.0015191748806808736
23,21.016659021377563,0.0015416780474637542,-0.00396382927637355,0.02061420925334667,-1.2385759596634178,-0.9126653107000758,-0.46398815866525317,0.003238702788703334,-0.0,0.0005540207388590413,-0.010496843822160332,-0.009350645781543876,-2.8510727029452954e-05
24,21.517925262451172,0.0018228815789699442,-0.002857506781445291,-0.004730892287025029,-1.2347474508819198,-0.9199781828182421,-0.44739220088792264,0.003946092147170744,-0.003970011912142484,-0.0005273697501856035,0.00690542966729521,0.005538247072913734,0.0003472747167013873
25,22.018755197525024,0.01023112797770634,-0.010567246885243265,0.026264201983154427,-1.2254869122097514,-0.9504090821034998,-0.5676844582068653,-0.0,-0.0,-0.0,-0.03624890148266169,-0.007731779363199076,-0.001585581004509562
26,22.518999338150024,0.00020542448590098682,0.007046925650903552,0.009534338129180142,-1.2246343379908353,-0.9499552475773626,-0.544306931832705,0.0002146271539656377,0.011147142564613938,0.0037513349863966725,0.0069564170832930525,0.00770218483522795,0.002234500999872005
27,23.019903659820557,-0.011909602503140104,-0.0010723392546518964,-0.004201750217890524,-1.21788127370855,-0.9568114493297605,-0.5263194788031789,-0.015185516816131246,-0.0016623373856662655,0.002019580915470849,-0.005856326796939728,-0.005127150855053424,0.0019529949776238564
28,23.520735502243042,0.004790389820319633,-0.004030128650521644,-0.0037119131550509867,-1.2156495899842064,-0.9629331485776943,-0.5099133500120338,0.006084146872359916,-0.007001229904033266,-0.0006223055025298436,0.007968789902961994,0.00948308274645953,-0.0010885554688134721
29,24.020951986312866,0.0028272482399883097,-0.0062362107949278526,-0.007143671778350711,-1.2163621047312263,-0.9664439986426847,-0.49582126375510854,0.004330130059516138,-0.008244680535358534,-0.000857381133809367,-0.003404046256655857,-0.00630282608410062,0.0025587633843413005
30,24.521676301956177,-0.0010986105344039754,0.008939457662918484,0.0014765474625316882,-1.2198505273648688,-0.9742620006259053,-0.47504908346307556,-0.0009439877523477782,0.010420060626030571,0.0034505000362087383,0.003339487470700897,0.004562094320716893,-0.0035742019190336052
