,dt,openvr_local_velocity_x,openvr_local_velocity_y,openvr_local_velocity_z,openvr_local_velocity_degx,openvr_local_velocity_degy,openvr_local_velocity_degz,imu_local_velocity_x,imu_local_velocity_y,imu_local_velocity_z,imu_local_velocity_degx,imu_local_velocity_degy,imu_local_velocity_degz
0,0.10021781921386719,-0.0008026691010228938,0.0010563181188166966,0.0012055271461166527,-0.000674828082649682,-0.0019915987049073935,-0.002269906786097743,-0.0007990494468742153,0.00039416709988191584,0.002512051542311478,0.0,0.0,0.0
1,0.20025372505187988,-0.0013486211769288383,0.0030451545856925834,0.0013299121355047363,-0.0005866333446398371,0.001128486091329657,0.0020561759463431934,-0.0026319335202007388,0.00023511168878797165,0.005889905466693596,0.0,0.0,0.0
2,0.3003232479095459,-0.00045231377357866475,0.0006832092022189412,0.0005046693420250215,-0.000611826986993974,-0.0009902246712628366,0.0009504038144643049,-0.004707147339504548,4.9661567592272686e-05,0.00852149147217355,0.0,0.0,0.0
3,0.4003767967224121,0.001704017809694042,0.0007869615524362635,0.002054882536107155,-0.0026919145901021066,0.002186008740749217,0.003176594533672056,-0.005976126834478132,-0.00122704161654609,0.01175242122869517,0.0,0.0,0.0
4,0.5006754398345947,0.002252463641275,0.0006835110176286628,0.0019212401896647952,0.000493088022808312,0.0032390966075036462,0.0020787991547338196,-0.007519849142353817,-0.0015115015375826134,0.014378102986190772,0.0,0.0,0.0
5,0.6008031368255615,-0.00018765179995822688,0.001425769450052454,0.0014212160224458723,-0.0006132357419534524,0.002212680083915891,-5.887508741970462e-05,-0.009846845290480776,-0.003085964542130076,0.016907313220036344,0.0006081451521986932,-0.011418315201330695,0.06626774546478005
6,0.7011318206787109,-0.0004419405842864051,0.002283749278000795,0.0010248920015776793,0.002561377217933987,-0.0010093856665820671,-0.00017466657354728277,-0.01126644771186334,-0.0036710535915429727,0.018525603948276192,0.05768515149747634,0.024172815717256563,0.0028380186572678472
7,0.8011841773986816,-0.0011990299497551074,0.002000622785516498,0.0018794611655553186,0.0004685395772783934,0.001101286138432635,0.0009682571487616122,-0.012593187880826766,-0.005607859077661717,0.022543245867166783,0.0,0.0,0.0
8,0.9013180732727051,-0.0012184298756896619,0.001541750301399667,0.0014311456954107914,-0.002759281999620972,-0.0009856312065536286,-8.419920686964563e-05,-0.013569677816614332,-0.005830082715928046,0.02541297084674887,0.0,0.0,0.0
9,1.0013377666473389,-0.0005164510054809241,0.001436077677968088,0.0017659636516150806,0.0004327421773803684,0.001145476320874133,-0.0011690471897254965,-0.014080736902304047,-0.006793003197412446,0.028701916781105882,0.0,0.0,0.0
10,1.1014084815979004,4.35141957638006e-05,0.00043244104703864207,0.000504087780801498,-0.00062980097090461,8.347087605694962e-05,-0.0011704885797746449,-0.015585999337127041,-0.00781267661963606,0.03060457011240896,0.0,0.0,0.0
11,1.2016406059265137,0.002246595989411993,-0.001011840296147006,-0.00076998228563176,0.0005003404262733076,2.4142560238861813e-05,0.0020033971528752225,-0.01651747861251184,-0.009980926201870329,0.03334436727782743,0.0,0.0,0.0
12,1.3017442226409912,-0.00043487537772398445,-0.0006810833300879907,0.0009424754566360819,0.0005093920049121744,-7.223055268023443e-06,0.0030684301642576383,-0.017265118814827993,-0.010627558682559535,0.03638207167273162,0.0,0.0,0.0
13,1.4018969535827637,3.4297047925672735e-05,-0.00035697936103962495,-0.0007124981219632181,0.002606614097765413,2.743961975623893e-05,0.0008979457629077455,-0.018078361051226472,-0.012323591324787374,0.039618782277968154,-0.04426754635353974,0.00041578155797936247,-0.04461205629841029
14,1.5019032955169678,0.00032285938581805436,-0.0013205199981735972,0.0014659176016113373,-0.0005751941705499602,2.731053135527576e-05,0.002022459962422454,-0.020058470005376916,-0.012758755928111385,0.04379378603294012,-0.016281855112759192,-0.05721784425838219,0.013009901830323517
15,1.6020684242248535,0.00015154560960679928,-0.0007588276540113068,-0.0009294626029485774,-0.0016603259507748107,0.0011015306879042794,0.0009997292005341795,-0.020579672919741356,-0.013132064015654941,0.045743782753621794,0.0,0.0,0.0
16,1.7025115489959717,-0.00012772818017092621,-0.00093992882190081,-0.0008220412034234872,0.0004535240541901348,0.0011110603831216447,-0.00010395541500028119,-0.021374680041970427,-0.01364777538864406,0.048828386773340095,0.03616423727262817,-0.019578548952581414,0.002222647137267308
17,1.8025145530700684,0.00041881448385957675,-0.0011895851163298563,-0.0004678027980526988,0.0015266476663743944,-0.001047034880219549,0.0009070033326548345,-0.02301979614940261,-0.014833800603196041,0.05146850149648926,0.0,0.0,0.0
18,1.9026336669921875,0.0005496246510102703,-0.0021612628226941005,-0.0020187034145098073,-0.0016464709319185236,1.869000698827717e-05,0.002050412678492807,-0.024539957030561842,-0.015913225394982942,0.05566404634760261,0.0,0.0,0.0
19,2.0028581619262695,0.001071364058230714,-0.0007033893584357603,-0.0005112955451883566,-0.0006024518255827323,0.004342503317227646,-0.0010755351301078545,-0.025560332354473997,-0.016030766936467482,0.05789902650648167,0.030664507189584803,0.020434542147895876,0.007993264179464842
20,2.103111982345581,0.0013450592145308582,0.00012980532112870195,-0.0009733425701882617,0.0015440212336002368,0.0010920042840043926,0.0009537747625476352,-0.02666714846518494,-0.017995303577794164,0.06036431008530904,0.04116250978629869,0.021165479766882593,-0.007995777184876905
21,2.2032744884490967,-0.00038931503965236537,0.0008007856157683801,6.627849635996042e-06,-0.0027473923690976626,0.00437079298826638,-0.0021131269350689753,-0.02866839094600198,-0.018753996601249857,0.06407558874235478,0.0,0.0,0.0
22,2.303410291671753,-0.0006510378577013855,0.0006270603178746286,0.0005031408587741123,0.0015153250694868896,0.004342702175733091,-0.002174320179478948,-0.028980653896704216,-0.02084928906338115,0.06686211372098168,0.0,0.0,0.0
23,2.4034423828125,-0.0013150252532370759,0.0025059255800096375,8.54300885184938e-05,0.0036135376410467443,6.41751791778172e-05,-0.002294551198179994,-0.029672972914048714,-0.02137266479321344,0.07014533762183184,0.0,0.0,0.0
24,2.50356125831604,6.497387661899556e-05,0.0014201202227768876,0.0026236923340228783,0.0014936202233559875,0.0011447326166834967,-0.0022372188807383334,-0.031452424913303974,-0.022228515206918684,0.07328210599866868,0.0,0.0,0.0
25,2.6038942337036133,-0.0008233556456309795,0.0029523354424826004,0.0024746405918854714,-0.0006430378983837925,-0.004211590856909902,-0.0001788581861610506,-0.03141137099504912,-0.023145941304130984,0.0767768534461751,0.0,0.0,0.0
26,2.7038989067077637,-0.0005695917682753261,0.0008172672886897873,0.0018592534954023656,-0.0007185505307821926,-0.009492469212023612,-0.002418045195969673,-0.032329875720049625,-0.024094877079739212,0.07938256546146427,0.006575613756483625,-0.020936207232131437,-0.008271692084662783
27,2.804156541824341,-0.00032936330159923544,0.0008211977403462011,-0.00015595532673875318,0.001515198625137511,3.3081380768684504e-05,-0.00012500019237225452,-0.033629708250075364,-0.025107572376964798,0.08225001680183401,0.014326875165338775,-0.022663295613030505,0.011861839764965281
28,2.9043736457824707,-0.0006757971459451536,0.00041971157250526435,0.00043016740779149666,-0.0027567548454154,0.0011481469700680845,-0.0010955312167716415,-0.03453072508791642,-0.025680540196453362,0.08491416432348406,0.0,0.0,0.0
29,3.0044102668762207,0.00026607076754847604,-7.040751029686274e-05,-0.0005783321707934316,0.0015536541281897845,0.0032148175514197536,0.0010094834939126528,-0.03532757761909902,-0.0273137095248185,0.08711767934143642,0.0,0.0,0.0
30,3.104583740234375,0.0013309959108550404,-0.0009235300764899176,3.928905147773979e-05,-0.0016368659516621878,1.617047026004903e-05,0.002060838507136659,-0.03577382948896846,-0.027808584540743767,0.08861771707327733,0.0,0.0,0.0
31,3.2046256065368652,0.0006683831478492535,-0.0011533061500229175,-0.0009177486558288807,-0.0005846352015532693,0.003243245753383077,-2.004433228750555e-05,-0.03587105232741084,-0.02898801609254029,0.09064434346286765,0.0,0.0,0.0
32,3.304734468460083,9.345435234478551e-05,-0.0003353007306949892,-0.00023829984041062415,0.0004887448708841154,0.0021470309539346156,0.0010099141335329033,-0.037884997353787184,-0.03019107931866502,0.09435139372442992,0.0,0.0,0.0
33,3.4049248695373535,-0.0007332562375258387,-0.0006887998126254855,-0.003250587900208026,0.0004477573483564804,0.0011264890963401334,-0.0011412803742908535,-0.038735147898136243,-0.03052253690481215,0.09694328856068507,-0.020029654843564466,0.021015019895027052,0.009685640347651472
34,3.5050008296966553,0.0011174667290617037,-0.0014037743299228857,-3.701145813506546e-05,0.0015313016313167355,0.001103853698996812,-8.851416819622652e-05,-0.039453899457350367,-0.03167456185960679,0.09972013610227592,-0.00852596822287033,-0.007139682942674274,-0.010345019666081444
35,3.605125665664673,0.0011065190804359095,-0.0014374535720987802,-0.0008932578449323458,-0.0006093412222544275,5.6317020445683296e-05,-7.784364753810025e-05,-0.041070555974037665,-0.032291717508852624,0.10261745564650092,-0.03369730266330271,-0.00681939762218184,0.033809422580697475
36,3.7053232192993164,-0.000302711611984091,-0.0018442155025378873,-0.0018276563056726534,0.0004544569044136898,4.409756074449369e-05,-9.265122869322204e-05,-0.04282784080260276,-0.03229421007521081,0.10582076188931216,0.0,0.0,0.0
37,3.805647134780884,0.0018804215331229366,-0.00210315053804333,-0.002926512286582827,-0.0016553105970964837,4.399784860428194e-05,0.0010106366195465413,-0.04318992483512993,-0.03293302334551159,0.10766680491438832,0.0,0.0,0.0
38,3.905648708343506,0.000794812357370609,-0.0018384869013936933,-0.0005925946895302791,-0.0016916661687465277,0.001152411712880054,-0.0010950678407271597,-0.04376577224252306,-0.03422321210481665,0.1105097156535917,0.0,0.0,0.0
39,4.005856990814209,0.00021784129197359816,-0.0017307861805153347,-0.0007293168428490569,0.0015086853438117291,0.001124148759388587,-0.00115408196296285,-0.045168841793543746,-0.03452922684651853,0.1125025557637481,0.0,0.0,0.0
40,4.105881452560425,0.0018002966374401474,-0.0015979073411889573,-0.0006066422933825779,0.000455075687057353,0.0011110319548666113,-6.717385149212774e-05,-0.04275458907280029,-0.031146269780702025,0.10498554569896336,0.0,0.0,0.0
